id;titre;adrs_numvoie;adrs_typevoie;adrs_libvoie;adrs_codepostal;adrs_libcommune;adrg_libvoie;address_processed;adrg_pays;siteweb
W012014992;ASSOCIATION POUR LE MAINTIEN D'UNE AGRICULTURE PAYSANNE DE BOURG-EN-BRESSE;2;RUE;du 23ème R.i.;1000;Bourg-en-Bresse;2  RUE DU 23ÈME R.I.;2  RUE DU 23ÈME R.I.;FRANCE;https://bourgenbresse.univ-lyon3.fr/bourgamap-sur-le-campus-de-b
W012014993;LES TVB;80;CHEM1;des Greugnons;1090;Lurcy;80  CHEMIN DES GREUGNONS;80  CHEMIN DES GREUGNONS;FRANCE;
W012014994;L'AMICALE DE L'INTERWENTRWEPRWISE;16;RUE;Tony Ferret;1000;Bourg-en-Bresse;16  RUE TONY FERRET;16  RUE TONY FERRET;FRANCE;
W012014995;LES ANCIENS COMBATTANTS DE REYSSOUZE;126;RUE;du Biolay;1190;Reyssouze;126  rue du Biolay;126  rue du Biolay;FRANCE;
W012014996;LOISIRS RÉCRÉATIFS MISELLANS;43;ALL;des Budélias;1600;Misérieux;43  allée des Budélias;43  allée des Budélias;FRANCE;
W012014997;LA JEUNESSE DE JASSERON;53;RUE;Julien Manissier;1250;Jasseron;53  RUE JULIEN MANISSIER;53  RUE JULIEN MANISSIER;FRANCE;
W012014998;CLARA PIVET SWIM;2216;RTE;de Montmerle;1090;Montceaux;2216  ROUTE DE MONTMERLE;2216  ROUTE DE MONTMERLE;FRANCE;
W012014999;ASSOCIATION LES PAPIPONEYS;153;CHEM1;du Mas Guy;1370;Val-Revermont;153  CHEMIN DU MAS GUY;153  CHEMIN DU MAS GUY;FRANCE;
W012015000;ALLO VICTIMES FRANCE RHONE ALPES;146;LOT;Curtil Baly;1340;Foissiat;146  lotissement Curtil Baly;146  lotissement Curtil Baly;FRANCE;
W012015001;LES POULETTES DE BRESSE AOC;76;RTE;de la Croix Carrée;1370;Bény;76  route de la Croix Carrée;76  route de la Croix Carrée;FRANCE;
W012015002;ASSOCIATION CULTURELLE TRÉVOLTIENNE;175;MONT1;de Préonde;1600;Trévoux;175  MONTEE DE PRÉONDE;175  MONTEE DE PRÉONDE;FRANCE;
W012015003;SECTION ANCIENS COMBATTANTS DE GORREVOD;121;RTE;de la Valdote;1190;Gorrevod;121  route de la Valdote;121  route de la Valdote;FRANCE;
W012015004;ANIMA STUDIO;;;Brody;1140;Illiat;BRODY;BRODY;FRANCE;
W012015005;FULL ZINZIN RECORDS;16;IMP;Clair Matin;1310;Saint-Rémy;16  IMPASSE CLAIR MATIN;16  IMPASSE CLAIR MATIN;FRANCE;
W012015006;SKI NAUTIQUE CLUB DU FORMANS;926;RTE;D Ars;1600;Saint-Didier-de-Formans;926  ROUTE D ARS;926  ROUTE D ARS;FRANCE;
W012015007;MAISON DE SANTE MARBOZ;20;PL;du Champ de Foire;1851;Marboz;20  PLACE DU CHAMP DE FOIRE;20  PLACE DU CHAMP DE FOIRE;FRANCE;
W012015008;CONSCRITS 2002 DE MANZIAT;48;PL;du Marché;1570;Manziat;90 Chemin de l'Echaly;90 Chemin de l'Echaly;FRANCE;
W012015009;APESA- PSYCHOLOGIQUE AUX ENTREPRENEURS -;32;AV;Alsace Lorraine;1000;Bourg-en-Bresse;32  AVENUE ALSACE LORRAINE;32  AVENUE ALSACE LORRAINE;FRANCE;
W012015010;TEAM QUENTIN SPORT;411;CHEM1;de Machard;1340;Montrevel-en-Bresse;411  CHEMIN DE MACHARD;411  CHEMIN DE MACHARD;FRANCE;
W012015011;POUR UNE ACTION CITOYENNE, UNE TRANSITION ÉCOLOGIQUE ET SOLIDAIRE;1;PL;de la Mairie;1270;Coligny;1681  ROUTE DE ROMANECHE;1681  ROUTE DE ROMANECHE;FRANCE;
W012015012;ANTOURAGE 120 PRODUCTIONS;182;AV;Pasteur;1330;Villars-les-Dombes;182  AVENUE PASTEUR;182  AVENUE PASTEUR;FRANCE;
W012015013;LES MALAD'TROIS;;PL;de la Résistance;1340;Montrevel-en-Bresse;410 Route du Sougey;410 Route du Sougey;FRANCE;
W012015014;RUNNING CHANEINS VALEINS TEAM - RCVT;135;RUE;de la Genette;1140;Valeins;135  rue de la Genette;135  rue de la Genette;FRANCE;
W012015015;LES MÉCANOS JAWAS;32;RUE;des Genets;1480;Jassans-Riottier;32  RUE DES GENETS;32  RUE DES GENETS;FRANCE;
W012015016;EUNOIA;59;CHEM1;du Bois de l Etang;1370;Saint-Étienne-du-Bois;59  CHEMIN DU BOIS DE L ETA;59  CHEMIN DU BOIS DE L ETA;FRANCE;
W013000001;FEDERATION FRANCAISE DE MINIGOLF;4;RUE;Paul Mérindol;84000;Avignon;4  RUE PAUL MERINDOL;4  RUE PAUL MERINDOL;FRANCE;
W013000002;LE TEMPS DES SÉRIES;7;RUE;DE CASTELLANE;75008;Paris;7  RUE DE CASTELLANE;7  RUE DE CASTELLANE;FRANCE;http://www.le-temps-des-series.com
W013000003;COLLECTIF DE PARENTS D'ELEVES DU PAYS DE GEX (CPPG);146;RUE;du Mont Livron;1550;Collonges;146  RUE DU MONT LIVRON;146  RUE DU MONT LIVRON;FRANCE;
W013000004;JEUNESSE DE CHEVRY;356;RTE;de Prost;1170;Chevry;356 route de Prost;356 route de Prost;FRANCE;
W013000005;COMITE DEPARTEMENTAL DE TIR DE L'AIN;2;BD;Irène Joliot Curie;1000;Bourg-en-Bresse;2  BOULEVARD IRèNE JOLIOT CURIE;2  BOULEVARD IRèNE JOLIOT CURIE;FRANCE;
W013000006;LES ANCIENS DE JEANNE D'ARC;273;RUE;de Genève;1170;Gex;935, rue d'Arbère;935, rue d'Arbère;FRANCE;
W013000007;VAL'ZIK;;RUE;Dame Pernette;1170;Mijoux;LES COPPETTES;LES COPPETTES;FRANCE;
W013000008;ASSOCIATION DIVONNAISE DES PARENTS D'ELEVE DES ECOLES PUBLIQUE (A.D.P.E.);;;;1220;Divonne-les-Bains;;  ;FRANCE;
W013000009;M.J. AUTO PASSIONS;596;RUE;du pré de l'étang;1170;Gex;;596 RUE du pré de l'étang;FRANCE;
W013000010;ECOLE DE MUSIQUE DE CHEVRY-CROZET-ECHENEVEX;192;RTE;de la vie chenaille;1170;Échenevex;192 ROUTE DE LA VIE CHENAILLE;192 ROUTE DE LA VIE CHENAILLE;FRANCE;
W013000011;'SOU DES ECOLES';;;;1170;Ségny;;  ;FRANCE;
W013000012;SOU DES ECOLES DE ST GENIS POUILLY;9;RUE;de gex;1630;Saint-Genis-Pouilly;9  RUE DE GEX;9  RUE DE GEX;FRANCE;
W013000013;CANOE-KAYAK CERN;;;Cern cedex;1631;Saint-Genis-Pouilly;CERN CEDEX;CERN CEDEX;FRANCE;
W013000014;SOCIETE DE CHASSE DE MOENS VILLARD TACON SEGNY ET ENVIRONS;177;RTE;de Brétigny;1210;Ornex;177 route de Brétigny;177 route de Brétigny;FRANCE;
W013000015;CLUB DES SPORTS ET D'ANIMATION DE MONTS JURA MIJOUX-LELEX;;;maison du tourisme;1410;Lélex;LES SEPT FONTAINES;LES SEPT FONTAINES;FRANCE;
W013000016;FOYER SOCIO EDUCATIF COLLEGE INTERNATIONAL FERNEY VOLTAIRE;;;collège;1210;Ferney-Voltaire;COLLÈGE;COLLÈGE;FRANCE;
W013000017;'ASSOCIATION DES PARENTS D'ELEVES DE LA SECTION ITALIENNE DU LYCEE INTERNATIONAL DE FERNEY-VOLTAIRE ' (A.G.A.S.I.);1;AV;des sports;1210;Ferney-Voltaire;1 avenue des sports;1 avenue des sports;FRANCE;
W013000018;DIVONNE ARC-CLUB;;;;1220;Divonne-les-Bains;;  ;FRANCE;
W013000019;ASSOCIATION POUR LA LANGUE NEERLANDAISE/VERENIGING NEDERLANDSE TAAL (ALN/VNT);1;AV;des sports;1210;Ferney-Voltaire;1 AVENUE DES  SPORTS;1 AVENUE DES  SPORTS;FRANCE;www.alnvnt.com
W013000020;"ASSOCIATION PEDAGOGIQUE ""FERNEY TOURISME""";;AV;des sports;1210;Ferney-Voltaire;AVENUE DES SPORTS;AVENUE DES SPORTS;FRANCE;
W013000021;POUIC;;RUE;de la mairie;1550;Pougny;; RUE de la mairie;FRANCE;
W013000022;VIVIDANSE;;RUE;de Mornex;1630;Saint-Jean-de-Gonville;rue de Mornex;rue de Mornex;FRANCE;
W013000023;LA VIE DE SAINT-GENIS;9;RUE;de Gex;1630;Saint-Genis-Pouilly;9 rue de Gex;9 rue de Gex;FRANCE;
W013000024;STEFY CREATIONS;76;CHEM1;des collines;1630;Sergy;76 chemin des collines;76 chemin des collines;FRANCE;
W013000025;ASSOCIATION DU GROUPE SCOLAIRE ANYENG;331;CHEM1;de Tir-Mir;1220;Divonne-les-Bains;331  chemin de Tir-Mir;331  chemin de Tir-Mir;FRANCE;
W013000026;COMITE DES FETES DE SERGY;;;mairie;1630;Sergy;mairie;mairie;FRANCE;
W013000027;ASSOCIATION GYM DETENTE ET PILATES (A.G.D.P.);8;CHEM1;de Manegly;1630;Saint-Genis-Pouilly;408 RUE DES MAURES;408 RUE DES MAURES;FRANCE;
W013000028;ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE GEX;124;RUE;de la Fontaine Sucrée;1170;Crozet;124 RUE DE LA FONTAINE SUCREE;124 RUE DE LA FONTAINE SUCREE;FRANCE;
W013000029;PETANQUE SERGIENNE;;;mairie;1630;Sergy;mairie;mairie;FRANCE;
W013000030;ECHO DU RECULET SOCIETE MUSICALE DE THOIRY;;;;1710;Thoiry;;  ;FRANCE;
W013000031;AMICALE DES SAPEURS-POMPIERS;;;mairie;1200;Confort;mairie;mairie;FRANCE;
W013000032;ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE GEX;;RUE;de la fontaine sucrée;1170;Crozet;rue de la fontaine sucrée;rue de la fontaine sucrée;FRANCE;
W013000033;LA CAMPANELLA;;;mairie;1630;Challex;MAIRIE;MAIRIE;FRANCE;
W013000034;AGYM FERNEY-VOLTAIRE;;AV;des sports;1210;Ferney-Voltaire;avenue des sports;avenue des sports;FRANCE;
W013000035;CERCLE CONDORCET-VOLTAIRE DU PAYS DE GEX ET DE GENEVE;;;;1210;Ferney-Voltaire;;  ;FRANCE;
W013000036;MAISON DE L'EUROPE DU PAYS DE GEX;9;RUE;de Gex;1630;Saint-Genis-Pouilly;9 RUE DE GEX;9 RUE DE GEX;FRANCE;
W013000037;CLUB DES AINES DE THOIRY;;;mairie;1710;Thoiry;mairie;mairie;FRANCE;
W013000038;VOL LIBRE GESSIEN;;PL;du Château;1170;Vesancy;129 CHEMIN DU MAIL;129 CHEMIN DU MAIL;FRANCE;https://www.vol-libre-gessien.fr/
W013000039;LA PETANQUE GESSIENNE;85;RUE;de l'Aiglette Sud;1170;Gex;85 RUE DE L'AIGLETTE SUD;85 RUE DE L'AIGLETTE SUD;FRANCE;
W013000040;AMICALE DES ANCIENS COMBATTANTS DE FARGES-COLLONGES-PERON-LEAZ;;;mairie;1550;Farges;mairie;mairie;FRANCE;
W013000041;TIKO SOUZA BRAZILIAN JIU JITSU;9;RUE;de Gex;1630;Saint-Genis-Pouilly;18 RUE DE L'EGLISE;18 RUE DE L'EGLISE;FRANCE;
W013000042;UN JOUR, UNE FRANCE;;;BP 26;1220;Divonne-les-Bains;;  BP 26;FRANCE;
W013000043;BIEN VIVRE A CROZET;662;RTE;du col;1170;Crozet;312 ROUTE DU COL;312 ROUTE DU COL;FRANCE;
W013000044;ASSOCIATION GESSIENNE CONTRE LE RACISME ET LE FASCISME;;;maison des sociétés;1630;Saint-Genis-Pouilly;9 RUE DE GEX;9 RUE DE GEX;FRANCE;
W013000045;GYM DANSE POUR TOUS;;;mairie;1710;Thoiry;MAIRIE;MAIRIE;FRANCE;
W013000046;ASSOCIATION SPORTIVE DU COLLEGE INTERNATIONAL DE FERNEY-VOLTAIRE;;;;1210;Ferney-Voltaire;;  ;FRANCE;
W013000047;ASSOCIATION DE LA HAUTE-VALSERINE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE;;;ancienne mairie forens;1200;Chézery-Forens;ancienne mairie forens;ancienne mairie forens;FRANCE;
W013000048;AMICALE DES SAPEURS-POMPIERS DE SAINT-GENIS-POUILLY;196;RUE;DU MONT BLANC;1630;Saint-Genis-Pouilly;;196 RUE DU MONT BLANC;FRANCE;
W013000049;LA JEUNESSE DE THOIRY;374;RUE;Briand Stresemann;1710;Thoiry;97 RUE DES RENONCULES;97 RUE DES RENONCULES;FRANCE;
W013000050;ECHENEVEX LYNX BIKE;;;;1170;Échenevex;955, route de Mury;955, route de Mury;FRANCE;
W013000051;LA PETANQUE 'LE PATRIARCHE';;RUE;VOLTAIRE;1210;Ferney-Voltaire;AVENUE VOLTAIRE;AVENUE VOLTAIRE;FRANCE;
W013000052;ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE SAINT VINCENT DE PAUL;20;RUE;de Gex;1210;Ferney-Voltaire;20 RUE DE GEX;20 RUE DE GEX;FRANCE;
W013000053;ASSOCIATION DES PARENTS D'ELEVES DE LA SECTION ESPAGNOLE DES LYCEES ET COLLEGE INTERNATIONAUX DE FERNEY-VOLTAIRE;1;AV;des sports;1210;Ferney-Voltaire;1 avenue des sports;1 avenue des sports;FRANCE;
W013000054;LES BRONZES JOUENT AU GOLF;2345;CHEM1;de la vie de l'Etraz;1220;Divonne-les-Bains;2345  chemin de la vie de l'Etraz;2345  chemin de la vie de l'Etraz;FRANCE;
W013000055;AMICALE DE MARINS ET DE  MARINS ANCIENS COMBATTANTS DU PAYS DE GEX;219;RUE;du Salève;1630;Saint-Genis-Pouilly;;219 RUE du Salève;FRANCE;
W013000056;CANTINE SCOLAIRE DE SAINT-JEAN-DE-GONVILLE;;RUE;du champ de foire;1630;Saint-Jean-de-Gonville;rue du champ de foire;rue du champ de foire;FRANCE;
W013000057;ASSOCIATION POUR LA PROMOTION DE L'ENSEIGNEMENT GERMANOPHONE DU PAYS DE GEX;;AV;du lycée;1210;Ferney-Voltaire;avenue du lycée;avenue du lycée;FRANCE;
W013000058;CLUB SUBAQUATIQUE DU CERN;;;site de Prévessin;1630;Saint-Genis-Pouilly;site de Prévessin;site de Prévessin;FRANCE;
W013000059;CLASSE 74 BELLEGARDE-SUR-VALSERINE;1054;RTE;de Vouvray;1200;Bellegarde-sur-Valserine;1054  ROUTE DE VOUVRAY;1054  ROUTE DE VOUVRAY;FRANCE;
W013000060;AMICALE DES ANCIENS D'A.F.N. DU CANTON DE COLLONGES;;;la citadelle;1550;Collonges;la citadelle;la citadelle;FRANCE;
W013000061;JEUNESSE DE CROZET-CHEVRY;;PL;de la mairie;1170;Crozet;place de la mairie;place de la mairie;FRANCE;
W013000062;AMICALE DES ANCIENS D'A.F.N. DE THOIRY, SERGY, ET DES ENVIRONS;;;mairie;1710;Thoiry;mairie;mairie;FRANCE;
W013000063;CULTURES.L;114;RUE;du comte des permissions;1220;Divonne-les-Bains;114  RUE DU COMTE DES PERMISSIONS;114  RUE DU COMTE DES PERMISSIONS;FRANCE;
W013000064;FOYER SOCIO-EDUCATIF DU COLLEGE MARCEL ANTHONIOZ;;AV;du cret d'eau;1220;Divonne-les-Bains;avenue du cret d'eau;avenue du cret d'eau;FRANCE;
W013000065;SOU DES ECOLES DE SAUVERNY;;;mairie;1220;Sauverny;mairie;mairie;FRANCE;
W013000066;LE NAUTILE;;CHEM1;du grand champ;1630;Saint-Jean-de-Gonville;195 CHEMIN DE PRÉ MEUNIER;195 CHEMIN DE PRÉ MEUNIER;FRANCE;
W013000067;NOUS LES NOUNOUS;73;AV;des Thermes;1220;Divonne-les-Bains;105 LES ROITELETS;105 LES ROITELETS;FRANCE;
W013000068;FERNEY A VENIR;;;;1210;Ferney-Voltaire;5 RUE DE MEYRIN;5 RUE DE MEYRIN;FRANCE;
W013000069;CROZET ASSOCIATIONS;;;mairie;1170;Crozet;mairie;mairie;FRANCE;
W013000070;COMITE DES OEUVRES SOCIALES DU PERSONNEL DE LA VILLE DE GEX;;;mairie;1170;Gex;mairie;mairie;FRANCE;
W013000071;LE CLUB DE L'AMITIE;;;;1630;Saint-Jean-de-Gonville;mairie;mairie;FRANCE;
W013000072;"ASSOCIATION DES CO-PROPRIETAIRES ""SUR LA DIVONNE""";40;PAS;du moulin;1220;Divonne-les-Bains;40  passage du moulin;40  passage du moulin;FRANCE;
W013000073;MOTO-CLUB PAYS DE GEX;391;RTE;Bellevue;1280;Prévessin-Moëns;14 RUE DES BLEUETS;14 RUE DES BLEUETS;FRANCE;
W013000074;ACCUEIL GESSIEN;75;RUE;Georges Charpak;1170;Gex;163 LES COUDRIERS;163 LES COUDRIERS;FRANCE;
W013000075;LA GEXOISE;77;RUE;de l'horloge;1170;Gex;rue de l'horloge;rue de l'horloge;FRANCE;
W013000076;SOCIETE MUSICALE DE CHEVRY-CROZET;;;mairie;1170;Chevry;mairie;mairie;FRANCE;
W013000077;MINI RACING CLUB BELLEGARDIEN;6;RUE;de la folatière;1200;Lancrans;6  rue de la folatière;6  rue de la folatière;FRANCE;
W013000078;HAPPY CHILDREN'S HOME;10;CHEM1;du marais;1280;Prévessin-Moëns;10  chemin du marais;10  chemin du marais;FRANCE;
W013000079;CONSEIL LOCAL FCPE ECOLE DU JURA;151;RUE;Jules Ferry;1630;Saint-Genis-Pouilly;151 rue Jules Ferry;151 rue Jules Ferry;FRANCE;
W013000080;ECOLE DE MUSIQUE DE GEX;81;RUE;de Gex la ville;1170;Gex;81 rue de Gex la ville;81 rue de Gex la ville;FRANCE;
W013000081;COMITE DE ST-GENIS-POUILLY DE LA FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE, MAROC ET TUNISIE;9;RUE;de la Gex;1630;Saint-Genis-Pouilly;9 rue de la Gex;9 rue de la Gex;FRANCE;
W013000082;AMICALE DES SENTIERS CHEZERANDS;;;mairie;1200;Chézery-Forens;mairie;mairie;FRANCE;
W013000083;CELLOARTE;;;;1210;Ferney-Voltaire;14 RUE DÉODAT DE SÉVERAC;14 RUE DÉODAT DE SÉVERAC;FRANCE;
W013000084;DIVERSITE ET PROJECTION;7;CHEM1;du levant;1220;Divonne-les-Bains;7  chemin du levant;7  chemin du levant;FRANCE;
W013000085;VETERANS FOOTBALL FERNEY;;AV;des sports;1210;Ferney-Voltaire;365 rue de Bejoud;365 rue de Bejoud;FRANCE;
W013000086;CHATOUILLE;5;IMP;du Belvédère;1210;Ferney-Voltaire;5  impasse du Belvédère;5  impasse du Belvédère;FRANCE;
W013000087;AMICALE DU PERSONNEL DE LA COMMUNE DE SAUVERNY;;;;1220;Sauverny;;  ;FRANCE;
W013000088;AMICALE DES SAPEURS-POMPIERS DE SEGNY;;;;1170;Ségny;;  ;FRANCE;
W013000089;ASSOCIATION SPORTIVE DU LYCEE INTERNATIONNAL DE FERNEY-VOLTAIRE;;AV;des sports;1210;Ferney-Voltaire;avenue des sports;avenue des sports;FRANCE;
W013000090;LES MYOSOTIS, AMICALE DES RETRAITES;111;AV;de Genève;1220;Divonne-les-Bains;111 avenue de Genève;111 avenue de Genève;FRANCE;
W013000091;ASSOCIATION DE LECTURE DE PREVESSIN-MOENS;;;le prieuré;1280;Prévessin-Moëns;le prieuré;le prieuré;FRANCE;
W013000092;MOTO CLUB GESSIEN LES DAHUS;82;RUE;Charles Harent;1170;Gex;82 RUE CHARLES HARENT;82 RUE CHARLES HARENT;FRANCE;
W013000093;ST MAURICE EN FETE;;;;1710;Thoiry;;  ;FRANCE;
W013000094;ASSOCIATION DES GRANDS CHAMPS;545;CHEM1;des hautins;1280;Prévessin-Moëns;545 chemin des hautins;545 chemin des hautins;FRANCE;
W013000095;EAU CLAIRE DE LA DUNE;2038;RTE;de Pitegny;1170;Gex;2038 route de Pitegny;2038 route de Pitegny;FRANCE;
W013000096;COMITE INTER DEPARTEMENTAL (CDI) AIN-LOIRE-RHONE-.FEDERATION FRANCAISE SPORTIVE DE TWIRLING BATON(FFSTB);;;Saint Gervais;42640;Saint-Romain-la-Motte;SAINT GERVAIS;SAINT GERVAIS;FRANCE;
W013000097;CRAPAST;396;RUE;des muriers;1170;cessy;396 RUE DES MURIERS;396 RUE DES MURIERS;FRANCE;
W013000098;LA VOUIVRE DE LA CORBIERE;;;domaine du moulin;1630;Challex;domaine du moulin;domaine du moulin;FRANCE;
W013000099;CENTRE CULTUREL DES MUSULMANS DU PAYS DE GEX;60;IMP;Du Marais Sud;1170;Crozet;60, IMPASSE DU MARAIS;60, IMPASSE DU MARAIS;FRANCE;
W013000100;R.C.C.C. RUGBY CLUB DU CANTON DE COLLONGES;307;;vie creuse;1550;Pougny;307  vie creuse;307  vie creuse;FRANCE;
W013000101;COMITE D'EMBELLISSEMENT ET D'ANIMATION DE COLLONGES (AIN);;;;1550;Collonges;;  ;FRANCE;
W013000102;LES BOURRUS DE MUCELLE;;RTE;de Mucelle;1630;Challex;route de Mucelle;route de Mucelle;FRANCE;
W013000103;LES CAVALIERS DES FONTAINES;170;CHEM1;du cret;1630;Péron;170 chemin du cret;170 chemin du cret;FRANCE;
W013000104;ZIKOLOKOS;381;RTE;du Mont Blanc;1630;Saint-Genis-Pouilly;381 route du Mont Blanc;381 route du Mont Blanc;FRANCE;
W013000105;AUX FILS DE L'(A)IN;76;;grande rue;1220;Divonne-les-Bains;76 GRANDE RUE;76 GRANDE RUE;FRANCE;
W013000106;LES 50;31 bis;IMP;aux rues;1630;Saint-Jean-de-Gonville;31 BIS  IMPASSE AUX RUES;31 BIS  IMPASSE AUX RUES;FRANCE;
W013000107;ECHENEVEX ANIMATION;;;mairie;1170;Échenevex;mairie;mairie;FRANCE;
W013000108;ENCUENTRO DE DOS MUNDOS;9;RUE;de Genève;1210;Ferney-Voltaire;9 RUE DE GENÈVE;9 RUE DE GENÈVE;FRANCE;
W013000109;ARTS ET PATRIMOINE DIVONNAIS;;PL;de l'église;1220;Divonne-les-Bains;PLACE DE L'ÉGLISE;PLACE DE L'ÉGLISE;FRANCE;
W013000110;LES GRIMP'TOUT;;AV;des sports;1210;Ferney-Voltaire;avenue des sports;avenue des sports;FRANCE;
W013000111;D.I.R.E. :  DEPENDANCE - INFORMATION - REFLEXION - ECOUTE;;;;1710;Thoiry;;  ;FRANCE;
W013000112;AMICALE DES SAPEURS-POMPIERS DE CROZET;;;mairie;1170;Crozet;mairie;mairie;FRANCE;
W013000113;AMICALE DES SAPEURS-POMPIERS DE L'EST GESSIEN;199;RTE;du nant;1280;Prévessin-Moëns;199 route du nant;199 route du nant;FRANCE;
W013000114;LA LYRE MUSICALE DE SAINT GENIS POUILLY;9;RUE;de Gex;1630;Saint-Genis-Pouilly;284 RUE LOUIS MICHAUD;284 RUE LOUIS MICHAUD;FRANCE;
W013000115;ASSOCIATION TURQUE DE CULTURE ISLAMIQUE POUR LE PAYS DE GEX;;;mairie;1630;Saint-Genis-Pouilly;mairie;mairie;FRANCE;
W013000116;UN AUTRE REGARD;;;;1280;Prévessin-Moëns;Le prieuré;Le prieuré;FRANCE;
W013000117;COEUR DE VILLARD;741;RUE;de Villard;1220;Divonne-les-Bains;741  rue de Villard;741  rue de Villard;FRANCE;
W013000118;LA VIE HAUTE;;;;1170;Ségny;;  ;FRANCE;
W013000119;ASSOCIATION FRANCAISE DE L'EGLISE DE JESUS-CHRIST DES SAINTS DES DERNIERS JOURS;40;AV;de Lingenfeld;77200;Torcy;40 AVENUE DE LINGENFELD;40 AVENUE DE LINGENFELD;FRANCE;
W013000120;LEMAN ANGELS;76;;grand'rue;1220;Divonne-les-Bains;76  GRAND'RUE;76  GRAND'RUE;FRANCE;
W013000121;AMICALE DES JEUNES DE CHEZERY-FORENS;;;;1200;Chézery-Forens;;  ;FRANCE;
W013000122;LES ENFANTS DE PERDTEMPS;;PL;de l'horloge;1170;Gex;PLACE DE L'HORLOGE;PLACE DE L'HORLOGE;FRANCE;
W013000123;COMITE DE GEX DE LA FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE TUNISIE ET MAROC.;;;mairie;1170;Gex;mairie;mairie;FRANCE;
W013000124;DANCE-FEVER-SAINT-GENIS;;RUE;du commandant blaison;1630;Saint-Genis-Pouilly;rue du commandant blaison;rue du commandant blaison;FRANCE;
W013000125;AMICALE DES SAPEURS-POMPIERS;;;centre de secours;1710;Thoiry;centre de secours;centre de secours;FRANCE;
W013000126;ORNEX FORME GYMNASTIQUE VOLONTAIRE;;;chemin du Bijou;1210;Ferney-Voltaire;chemin du Bijou;chemin du Bijou;FRANCE;
W013000127;TENNIS CLUB DE SAUVERNY;;;mairie;1220;Sauverny;mairie;mairie;FRANCE;
W013000128;LES PONEYS D'ECHENEVEX;;;poney-club;1170;Échenevex;PONEY-CLUB;PONEY-CLUB;FRANCE;
W013000129;LA VATTAY SKI CLUB - SECTION FOND DU SKI CLUB JURA-GESSIEN;;;centre nordique de la Vattay;1170;Mijoux;centre nordique de la Vattay;centre nordique de la Vattay;FRANCE;
W013000130;DFK LINE GALLERY (DANIEL, FRANCOIS, KARHA, GALERIE EN LIGNE);;LOT;les chatelets;1170;Chevry;1533 ROUTE DE LA FORÊT DE DISSE;1533 ROUTE DE LA FORÊT DE DISSE;FRANCE;
W013000131;LES PANIERS DE SERGY;;PL;de la mairie;1630;Sergy;29 chemin du mûrier;29 chemin du mûrier;FRANCE;
W013000132;ASSOCIATION DES COLLECTIONNEURS GESSIENS (A.C.G.);9;RUE;de Gex;1630;Saint-Genis-Pouilly;9 rue de Gex;9 rue de Gex;FRANCE;
W013000133;UNIVERSITE POUR TOUS DU PAYS DE GEX;;;mairie;1220;Divonne-les-Bains;mairie;mairie;FRANCE;
W013000134;BATTERIE-FANFARE LA GESSIENNE;;RUE;de Gex la ville;1170;Gex;rue de Gex la ville;rue de Gex la ville;FRANCE;
W013000135;SOCIETE DE JEUNESSE DE FENIERES;;;mairie;1710;Thoiry;mairie;mairie;FRANCE;
W013000136;ASSOCIATION DES HABITANTS DE VESEGNIN;;;;1280;Prévessin-Moëns;;  ;FRANCE;
W013000137;COMITE DE JUMELAGE THOIRY-PFRONTEN;;RUE;Briand Stresemann;1710;Thoiry;RUE BRIAND STRESEMANN;RUE BRIAND STRESEMANN;FRANCE;
W013000138;TWIRLING BATON LA GESSIENNE;;RUE;de Gex la ville;1170;Gex;RUE DE GEX LA VILLE;RUE DE GEX LA VILLE;FRANCE;
W013000139;ASSOCIATION DU BOIS DE LA MOTTE;;CHEM1;du bois de la Motte;1170;Gex;304 chemin du bois de la motte;304 chemin du bois de la motte;FRANCE;
W013000140;ASSOCIATION DEPARTEMENTALE DES CMR DE L'AIN (ADCMR 01);408;RTE;de Paris;1170;Gex;408  route de Paris;408  route de Paris;FRANCE;
W013000141;LA VERTE ALTITUDE;;;143 route des vertes campagnes;1170;Gex;143 ROUTE DES VERTES CAMPAGNES;143 ROUTE DES VERTES CAMPAGNES;FRANCE;
W013000142;GOKYO;168 bis;RUE;du bout des champs;1710;Thoiry;168 bis  rue du bout des champs;168 bis  rue du bout des champs;FRANCE;
W013000143;ECO-QUARTIERS DU LEMAN;575;CHEM1;de Chané;1220;Divonne-les-Bains;715 rue Voltaire;715 rue Voltaire;FRANCE;
W013000144;AMICALE DES ANCIENS COMBATTANTS DE FARGES-COLLONGES-PERON-LEAZ;;;mairie;1550;Farges;mairie;mairie;FRANCE;
W013000145;GROUPEMENT REGIONAL EQUESTRE GESSIEN (GREG);173;RUE;Marius Cadoz;1170;Gex;173 RUE MARIUS CADOZ;173 RUE MARIUS CADOZ;FRANCE;
W013000146;ORCHESTRE A CORDES DU PAYS DE GEX;;;mairie;1280;Prévessin-Moëns;mairie;mairie;FRANCE;
